date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,et0_fao_evapotranspiration,shortwave_radiation_sum,wind_speed_10m_max,relative_humidity_2m_mean,source
2000-11-22,19.2,5.2,12.1,0.0,0.0,2.51,14.08,11.2,54,era5_archive
2000-11-23,17.5,7.2,11.7,0.0,0.0,2.13,13.44,9.0,63,era5_archive
2000-11-24,18.5,7.0,12.0,0.0,0.0,2.31,13.43,11.3,64,era5_archive
2000-11-25,17.0,5.8,10.8,0.0,0.0,1.91,12.45,6.8,74,era5_archive
2000-11-26,17.3,8.1,12.1,0.0,0.0,2.23,11.06,19.6,68,era5_archive
2000-11-27,17.8,7.7,11.9,0.0,0.0,2.35,12.66,24.5,67,era5_archive
2000-11-28,18.4,7.6,12.9,0.0,0.0,2.64,11.19,20.5,60,era5_archive
2000-11-29,14.7,7.7,11.0,1.8,1.8,1.45,7.73,18.9,70,era5_archive
2000-11-30,15.0,7.4,10.9,0.5,0.5,1.93,9.73,22.8,68,era5_archive
2000-12-01,13.7,10.2,11.6,2.4,2.4,1.16,5.09,13.0,77,era5_archive
2000-12-02,15.6,8.8,11.5,0.0,0.0,1.57,9.59,9.4,79,era5_archive
2000-12-03,16.7,5.7,10.6,0.0,0.0,1.94,11.67,10.5,73,era5_archive
2000-12-04,13.7,7.2,10.9,0.0,0.0,1.09,5.08,17.0,78,era5_archive
2000-12-05,16.4,6.5,11.0,0.0,0.0,1.75,10.15,13.0,76,era5_archive
2000-12-06,15.4,5.9,10.5,0.0,0.0,1.87,10.58,22.9,73,era5_archive
2000-12-07,15.5,6.7,10.7,0.0,0.0,1.54,10.0,9.5,73,era5_archive
2000-12-08,14.5,6.9,10.2,0.5,0.5,1.45,9.09,11.6,79,era5_archive
2000-12-09,11.8,6.2,8.7,11.4,11.4,0.86,5.44,8.2,87,era5_archive
2000-12-10,14.2,3.9,8.9,0.7,0.7,1.77,11.6,17.3,78,era5_archive
2000-12-11,12.4,2.8,7.7,0.0,0.0,1.17,8.65,21.7,88,era5_archive
2000-12-12,13.7,9.3,10.9,0.9,0.9,1.2,6.87,21.4,85,era5_archive
2000-12-13,10.4,5.9,8.5,6.5,6.5,1.05,8.28,27.8,87,era5_archive
2000-12-14,11.0,5.3,7.5,0.6,0.6,1.17,8.44,17.1,87,era5_archive
2000-12-15,11.8,6.2,8.6,0.0,0.0,1.02,6.26,16.3,87,era5_archive
2000-12-16,14.7,6.6,9.9,0.0,0.0,1.38,9.05,13.3,82,era5_archive
2000-12-17,14.9,6.0,9.9,0.0,0.0,1.95,12.47,16.0,72,era5_archive
2000-12-18,16.0,5.2,9.8,0.0,0.0,1.9,12.52,13.8,72,era5_archive
2000-12-19,12.9,5.2,8.5,2.7,2.7,1.07,8.28,15.2,91,era5_archive
2000-12-20,10.9,7.9,8.9,23.7,23.7,0.87,6.95,26.6,91,era5_archive
2000-12-21,11.1,6.1,8.5,3.4,3.4,1.01,8.25,25.7,90,era5_archive
2000-12-22,11.4,3.0,7.1,0.0,0.0,1.34,9.97,17.7,84,era5_archive
2000-12-23,11.8,3.7,7.4,0.2,0.2,1.37,10.57,12.6,82,era5_archive
2000-12-24,13.3,1.9,7.5,9.2,9.2,1.63,10.99,26.1,82,era5_archive
2000-12-25,10.7,5.2,7.7,3.2,3.2,1.13,8.87,26.0,86,era5_archive
2000-12-26,10.9,3.1,6.6,0.0,0.0,1.31,10.07,12.2,85,era5_archive
2000-12-27,12.6,2.7,6.9,0.0,0.0,1.71,12.93,16.3,75,era5_archive
2000-12-28,13.8,1.5,7.0,0.0,0.0,2.0,12.92,15.8,69,era5_archive
2000-12-29,14.7,4.8,9.0,0.0,0.0,2.42,12.87,28.4,61,era5_archive
2000-12-30,16.3,5.3,10.2,0.0,0.0,1.78,11.24,12.2,71,era5_archive
2000-12-31,14.1,4.7,8.9,0.0,0.0,1.75,12.73,10.8,80,era5_archive
2001-01-01,14.3,3.8,8.6,0.0,0.0,2.45,13.04,28.0,66,era5_archive
2001-01-02,13.9,4.6,9.0,0.0,0.0,2.05,12.68,21.9,69,era5_archive
2001-01-03,11.1,2.7,6.9,0.4,0.4,1.12,7.65,22.3,85,era5_archive
2001-01-04,12.4,4.1,7.8,0.0,0.0,1.36,9.61,9.6,84,era5_archive
2001-01-05,12.9,3.6,8.4,0.1,0.1,1.36,9.89,7.6,85,era5_archive
2001-01-06,13.8,5.4,9.1,0.0,0.0,2.1,12.06,17.7,66,era5_archive
2001-01-07,13.8,4.7,8.3,0.0,0.0,1.88,12.24,17.7,67,era5_archive
2001-01-08,13.8,3.0,7.7,0.0,0.0,1.88,13.59,15.8,74,era5_archive
2001-01-09,13.4,5.6,8.7,0.0,0.0,1.5,11.0,10.2,83,era5_archive
2001-01-10,14.4,5.0,8.8,0.0,0.0,1.73,12.4,9.1,81,era5_archive
2001-01-11,14.7,6.2,9.3,0.0,0.0,1.74,12.41,9.4,80,era5_archive
2001-01-12,14.5,3.1,8.8,0.0,0.0,1.73,12.15,9.0,83,era5_archive
2001-01-13,15.5,5.0,9.4,0.0,0.0,2.02,13.34,10.0,75,era5_archive
2001-01-14,15.8,3.7,9.1,0.0,0.0,2.41,14.25,14.2,62,era5_archive
2001-01-15,17.6,3.8,10.7,0.0,0.0,2.29,14.28,12.7,59,era5_archive
2001-01-16,16.0,6.0,10.8,0.0,0.0,1.92,11.65,8.4,60,era5_archive
2001-01-17,12.9,3.5,7.9,0.0,0.0,1.51,11.28,20.0,84,era5_archive
2001-01-18,14.0,3.3,7.8,2.3,2.3,1.76,12.76,10.7,82,era5_archive
2001-01-19,11.2,4.5,7.9,0.2,0.2,1.21,8.45,19.8,84,era5_archive
2001-01-20,12.4,6.8,9.0,0.1,0.1,1.37,9.5,17.3,84,era5_archive
2001-01-21,13.1,2.1,7.5,0.0,0.0,1.63,12.16,7.6,80,era5_archive
2001-01-22,13.1,5.0,8.4,1.1,1.1,1.66,11.07,11.4,70,era5_archive
2001-01-23,10.6,2.6,6.4,0.2,0.2,1.23,9.76,20.9,87,era5_archive
2001-01-24,10.7,4.8,7.2,9.7,9.7,1.17,9.69,17.3,91,era5_archive
2001-01-25,10.5,4.6,7.6,12.3,12.3,0.94,8.43,22.5,92,era5_archive
2001-01-26,9.8,0.4,4.8,0.0,0.0,1.89,15.47,11.9,72,era5_archive
2001-01-27,10.0,-3.2,3.3,0.0,0.0,2.03,15.91,11.4,67,era5_archive
2001-01-28,11.0,-0.5,4.5,0.0,0.0,2.35,15.98,19.7,59,era5_archive
2001-01-29,12.8,0.7,6.0,0.0,0.0,2.57,16.06,14.6,54,era5_archive
2001-01-30,14.1,-0.0,6.6,0.0,0.0,2.85,16.26,17.3,51,era5_archive
2001-01-31,15.5,2.9,8.0,0.0,0.0,2.93,16.33,19.9,51,era5_archive
2001-02-01,17.1,4.6,9.8,0.0,0.0,2.63,15.79,12.6,55,era5_archive
2001-02-02,14.2,4.8,8.9,0.0,0.0,1.96,13.94,11.9,81,era5_archive
2001-02-03,12.6,2.7,8.3,3.4,3.4,2.03,13.88,29.0,72,era5_archive
2001-02-04,11.0,5.5,7.8,6.0,6.0,1.08,8.92,20.7,90,era5_archive
2001-02-05,10.6,5.9,7.8,2.0,2.0,1.13,8.88,18.1,90,era5_archive
2001-02-06,11.8,3.1,6.8,0.0,0.0,1.78,13.48,9.7,83,era5_archive
2001-02-07,12.0,1.5,7.1,4.2,4.2,1.79,13.24,12.0,82,era5_archive
2001-02-08,10.7,4.1,7.1,2.1,2.1,1.35,9.7,22.7,82,era5_archive
2001-02-09,13.4,2.2,7.2,0.0,0.0,2.19,14.53,21.1,74,era5_archive
2001-02-10,14.5,1.5,7.6,0.0,0.0,2.36,16.52,12.0,75,era5_archive
2001-02-11,14.2,0.6,7.3,0.0,0.0,2.5,17.5,13.8,73,era5_archive
2001-02-12,15.2,4.0,8.9,0.0,0.0,2.87,17.83,25.9,65,era5_archive
2001-02-13,16.7,4.9,10.2,0.0,0.0,3.02,17.53,18.7,58,era5_archive
2001-02-14,10.6,6.1,7.7,7.6,7.6,1.19,9.22,26.3,88,era5_archive
2001-02-15,11.8,5.7,8.3,1.2,1.2,1.46,10.48,14.9,84,era5_archive
2001-02-16,12.6,2.6,7.7,0.2,0.2,1.73,12.49,12.4,85,era5_archive
2001-02-17,8.6,3.7,6.1,6.7,6.7,0.96,7.79,17.1,90,era5_archive
2001-02-18,10.8,4.3,7.0,0.0,0.0,1.24,8.61,14.9,86,era5_archive
2001-02-19,13.3,3.8,8.1,0.0,0.0,1.86,12.64,13.8,81,era5_archive
2001-02-20,11.3,2.4,5.7,9.7,9.7,1.74,13.49,45.6,83,era5_archive
2001-02-21,7.7,2.9,4.8,3.5,3.5,1.54,12.21,37.8,79,era5_archive
2001-02-22,10.3,3.2,6.1,3.5,3.5,1.69,14.01,18.1,84,era5_archive
2001-02-23,11.1,1.3,6.4,0.0,0.0,1.86,13.84,32.5,78,era5_archive
2001-02-24,15.0,5.0,9.8,0.0,0.0,2.19,14.85,13.0,75,era5_archive
2001-02-25,15.9,5.7,10.0,0.0,0.0,2.91,19.46,15.6,67,era5_archive
2001-02-26,17.5,3.4,10.4,0.0,0.0,3.33,19.74,16.4,60,era5_archive
2001-02-27,20.0,6.7,12.4,0.0,0.0,3.72,19.01,21.5,48,era5_archive
2001-02-28,23.5,7.3,15.0,0.0,0.0,4.02,20.03,14.8,48,era5_archive
2001-03-01,24.0,12.0,17.0,0.0,0.0,4.1,18.67,14.3,46,era5_archive
2001-03-02,15.9,7.9,11.5,0.0,0.0,2.58,17.02,27.1,77,era5_archive
2001-03-03,15.9,5.0,10.1,0.0,0.0,2.93,20.49,14.8,75,era5_archive
2001-03-04,20.1,6.1,12.5,0.0,0.0,3.55,20.82,10.5,59,era5_archive
2001-03-05,22.4,8.7,15.1,0.0,0.0,3.98,20.47,16.1,50,era5_archive
2001-03-06,23.0,9.2,15.7,0.0,0.0,3.81,20.55,13.3,59,era5_archive
2001-03-07,22.3,7.5,14.6,0.0,0.0,3.58,19.1,14.8,64,era5_archive
2001-03-08,17.9,7.1,12.7,0.0,0.0,3.0,17.65,15.0,67,era5_archive
2001-03-09,16.7,7.4,11.8,2.9,2.9,2.77,17.7,17.3,71,era5_archive
2001-03-10,18.3,7.0,12.1,0.0,0.0,3.06,19.34,8.9,78,era5_archive
2001-03-11,21.6,6.7,14.1,0.0,0.0,4.37,21.78,19.6,59,era5_archive
2001-03-12,22.6,10.2,15.9,0.6,0.6,4.5,21.11,21.6,52,era5_archive
2001-03-13,16.8,9.4,13.0,1.0,1.0,2.35,13.26,19.0,78,era5_archive
2001-03-14,15.5,8.3,11.3,0.9,0.9,2.18,14.09,24.7,83,era5_archive
2001-03-15,17.0,7.1,11.6,0.0,0.0,2.99,18.29,22.0,75,era5_archive
2001-03-16,16.7,5.3,10.9,0.0,0.0,3.09,19.96,16.8,73,era5_archive
2001-03-17,20.6,4.6,12.5,0.0,0.0,4.04,22.83,13.5,62,era5_archive
2001-03-18,22.3,7.9,14.9,0.0,0.0,4.8,22.74,22.1,45,era5_archive
2001-03-19,24.0,9.6,16.3,0.0,0.0,4.93,22.94,19.7,41,era5_archive
2001-03-20,25.2,10.6,17.9,0.0,0.0,4.99,21.83,18.1,39,era5_archive
2001-03-21,26.1,11.7,18.4,0.0,0.0,5.47,22.39,20.9,40,era5_archive
2001-03-22,22.0,8.5,15.1,0.0,0.0,4.69,23.88,23.4,58,era5_archive
2001-03-23,20.0,7.7,13.4,0.0,0.0,3.66,18.56,31.0,70,era5_archive
2001-03-24,15.0,9.5,11.9,8.4,8.4,2.45,14.74,37.7,77,era5_archive
2001-03-25,18.7,8.5,12.7,0.0,0.0,3.57,22.03,32.2,72,era5_archive
2001-03-26,23.3,8.2,15.2,0.0,0.0,4.42,23.97,15.8,63,era5_archive
2001-03-27,26.4,9.9,18.1,0.0,0.0,4.88,24.7,9.8,46,era5_archive
2001-03-28,28.8,10.7,19.7,0.0,0.0,6.1,24.85,21.2,34,era5_archive
2001-03-29,26.2,12.3,19.1,0.0,0.0,5.28,23.86,17.3,37,era5_archive
2001-03-30,27.1,8.6,18.2,0.0,0.0,5.18,24.26,15.1,34,era5_archive
2001-03-31,29.7,12.9,21.0,0.0,0.0,5.63,20.37,24.0,27,era5_archive
2001-04-01,32.5,13.4,23.0,0.0,0.0,6.76,24.08,27.4,30,era5_archive
2001-04-02,28.1,17.6,22.1,0.0,0.0,6.09,19.8,20.5,35,era5_archive
2001-04-03,22.6,13.9,18.2,0.0,0.0,3.38,15.43,13.8,64,era5_archive
2001-04-04,21.5,10.6,15.7,0.2,0.2,3.66,19.7,16.3,67,era5_archive
2001-04-05,17.4,9.9,12.7,4.8,4.8,3.23,20.17,23.7,73,era5_archive
2001-04-06,18.0,6.6,12.2,0.0,0.0,3.73,22.59,13.7,69,era5_archive
2001-04-07,20.1,8.4,13.9,0.5,0.5,4.18,22.56,14.2,61,era5_archive
2001-04-08,18.0,7.0,12.8,0.2,0.2,3.28,18.88,20.6,67,era5_archive
2001-04-09,21.4,8.6,14.6,0.0,0.0,4.21,24.46,10.6,64,era5_archive
2001-04-10,24.7,9.3,16.8,0.0,0.0,5.51,26.41,21.8,53,era5_archive
2001-04-11,19.6,8.5,13.6,0.0,0.0,4.2,23.25,27.6,67,era5_archive
2001-04-12,19.1,8.6,13.3,0.0,0.0,4.12,23.5,22.7,64,era5_archive
2001-04-13,21.8,7.1,14.3,0.0,0.0,4.49,26.57,5.8,56,era5_archive
2001-04-14,24.6,8.4,15.4,0.0,0.0,5.78,26.2,33.1,48,era5_archive
2001-04-15,21.3,9.9,14.9,0.0,0.0,4.77,26.2,15.8,60,era5_archive
2001-04-16,22.7,5.5,14.4,0.0,0.0,5.34,27.15,23.6,53,era5_archive
2001-04-17,24.8,9.5,17.2,0.0,0.0,5.89,27.68,22.5,37,era5_archive
2001-04-18,29.3,9.3,19.9,0.0,0.0,5.93,23.25,21.1,27,era5_archive
2001-04-19,22.3,11.3,16.2,0.0,0.0,5.44,26.21,28.0,53,era5_archive
2001-04-20,25.6,7.4,17.0,0.0,0.0,5.18,27.59,8.7,51,era5_archive
2001-04-21,28.4,11.2,20.5,0.0,0.0,7.08,27.72,20.2,30,era5_archive
2001-04-22,31.5,17.8,24.0,0.0,0.0,7.69,19.37,34.6,19,era5_archive
2001-04-23,30.2,15.1,22.7,0.3,0.3,6.55,22.86,31.6,35,era5_archive
2001-04-24,21.3,10.4,15.2,0.0,0.0,5.0,27.11,23.6,63,era5_archive
2001-04-25,20.1,10.1,14.2,0.0,0.0,4.75,25.68,22.7,60,era5_archive
2001-04-26,22.4,7.4,14.5,0.0,0.0,4.91,27.51,13.2,62,era5_archive
2001-04-27,27.4,7.9,18.5,0.0,0.0,5.45,27.73,11.3,52,era5_archive
2001-04-28,29.5,12.4,21.5,0.0,0.0,6.14,25.61,15.3,31,era5_archive
2001-04-29,31.0,16.0,24.0,0.0,0.0,7.27,24.44,17.8,20,era5_archive
2001-04-30,31.1,19.2,24.7,0.6,0.6,7.37,20.64,21.4,26,era5_archive
2001-05-01,27.4,17.6,22.4,1.2,1.2,6.47,25.06,23.7,41,era5_archive
2001-05-02,19.9,13.3,16.3,6.0,6.0,2.88,16.05,26.7,78,era5_archive
2001-05-03,21.4,12.4,16.2,0.3,0.3,4.2,22.76,21.8,73,era5_archive
2001-05-04,23.2,9.2,16.4,0.0,0.0,5.4,28.55,15.1,59,era5_archive
2001-05-05,25.5,10.1,18.0,0.0,0.0,5.74,29.3,13.3,47,era5_archive
2001-05-06,32.7,11.7,21.4,0.2,0.2,7.57,25.72,28.6,36,era5_archive
2001-05-07,21.9,12.9,16.6,0.0,0.0,5.26,26.94,33.2,63,era5_archive
2001-05-08,19.2,11.4,14.9,0.0,0.0,4.08,19.54,31.5,64,era5_archive
2001-05-09,24.0,8.4,15.5,1.8,1.8,5.41,25.24,38.8,53,era5_archive
2001-05-10,20.0,10.2,14.8,0.1,0.1,3.9,21.38,18.2,70,era5_archive
2001-05-11,22.6,9.3,15.8,0.0,0.0,4.69,24.92,16.5,68,era5_archive
2001-05-12,27.1,9.9,18.5,0.0,0.0,5.52,27.93,10.7,54,era5_archive
2001-05-13,31.4,16.8,23.2,0.2,0.2,7.66,23.44,28.9,32,era5_archive
2001-05-14,24.5,13.4,18.1,0.0,0.0,5.04,24.71,24.6,64,era5_archive
2001-05-15,21.9,10.7,15.8,0.0,0.0,4.81,25.72,21.2,68,era5_archive
2001-05-16,22.5,8.2,15.3,0.0,0.0,5.49,29.85,19.3,60,era5_archive
2001-05-17,25.3,7.0,16.3,0.0,0.0,5.9,30.19,17.6,55,era5_archive
2001-05-18,27.8,8.8,18.7,0.0,0.0,6.09,29.77,16.6,54,era5_archive
2001-05-19,30.3,11.2,21.2,0.0,0.0,6.79,29.31,20.0,48,era5_archive
2001-05-20,31.6,12.6,22.6,0.0,0.0,6.84,29.56,20.8,38,era5_archive
2001-05-21,32.3,15.9,24.0,0.0,0.0,7.3,29.38,20.2,30,era5_archive
2001-05-22,31.7,14.3,23.4,0.0,0.0,7.06,29.75,20.3,37,era5_archive
2001-05-23,34.3,15.6,25.3,0.0,0.0,7.32,29.37,21.6,31,era5_archive
2001-05-24,34.8,17.3,26.2,0.0,0.0,7.84,28.64,23.4,28,era5_archive
2001-05-25,31.4,15.8,24.0,0.0,0.0,7.69,29.24,23.2,38,era5_archive
2001-05-26,32.8,15.6,24.5,0.0,0.0,6.86,29.77,14.1,39,era5_archive
2001-05-27,36.0,20.0,28.5,0.0,0.0,6.36,29.45,6.2,24,era5_archive
2001-05-28,37.3,21.6,29.1,0.0,0.0,8.65,29.26,24.4,20,era5_archive
2001-05-29,26.7,16.6,21.4,0.0,0.0,6.58,28.77,27.5,54,era5_archive
2001-05-30,28.4,14.1,20.9,0.0,0.0,6.2,28.46,20.7,59,era5_archive
2001-05-31,31.2,14.0,22.9,0.0,0.0,6.5,29.34,17.6,53,era5_archive
2001-06-01,35.2,17.6,27.3,0.0,0.0,7.49,29.57,20.6,30,era5_archive
2001-06-02,37.5,18.9,29.1,0.0,0.0,8.98,29.66,23.6,20,era5_archive
2001-06-03,32.9,17.9,25.6,0.0,0.0,8.06,29.55,25.7,40,era5_archive
2001-06-04,31.5,15.0,23.2,0.0,0.0,7.86,30.27,27.2,43,era5_archive
2001-06-05,28.3,15.4,21.3,0.0,0.0,7.03,29.45,31.6,54,era5_archive
2001-06-06,26.3,15.1,19.7,0.0,0.0,6.37,28.9,30.2,60,era5_archive
2001-06-07,27.0,12.9,19.6,0.0,0.0,6.16,29.73,18.0,56,era5_archive
2001-06-08,27.5,12.3,19.6,0.0,0.0,6.24,29.18,22.4,59,era5_archive
2001-06-09,28.5,11.8,20.0,0.0,0.0,6.39,29.21,22.5,57,era5_archive
2001-06-10,30.9,13.4,22.2,0.0,0.0,6.57,29.81,16.6,53,era5_archive
2001-06-11,34.6,16.5,26.0,0.0,0.0,7.01,30.3,17.7,40,era5_archive
2001-06-12,35.5,18.3,27.2,0.0,0.0,7.86,30.42,20.4,29,era5_archive
2001-06-13,36.6,15.9,26.6,0.0,0.0,7.78,30.34,20.6,29,era5_archive
2001-06-14,37.0,18.4,27.9,0.0,0.0,8.34,30.34,22.9,26,era5_archive
2001-06-15,34.4,17.9,26.5,0.0,0.0,8.78,30.3,28.4,29,era5_archive
2001-06-16,31.5,14.7,23.5,0.0,0.0,7.99,30.28,27.8,44,era5_archive
2001-06-17,28.5,15.5,21.5,0.0,0.0,6.33,28.39,26.9,62,era5_archive
2001-06-18,30.0,15.4,22.2,0.0,0.0,6.47,28.76,22.2,61,era5_archive
2001-06-19,31.2,14.8,22.9,0.0,0.0,6.85,29.34,23.0,54,era5_archive
2001-06-20,34.5,16.6,25.3,0.0,0.0,7.64,30.09,22.3,41,era5_archive
2001-06-21,35.3,17.1,26.5,0.0,0.0,7.83,29.91,22.2,36,era5_archive
2001-06-22,31.9,16.7,24.7,0.0,0.0,7.7,29.58,26.6,46,era5_archive
2001-06-23,29.2,14.7,21.7,0.0,0.0,7.1,30.41,21.4,49,era5_archive
2001-06-24,30.0,13.0,21.0,0.0,0.0,6.5,29.59,21.6,61,era5_archive
2001-06-25,30.4,14.8,22.1,0.0,0.0,7.02,30.11,22.6,55,era5_archive
2001-06-26,30.6,13.3,22.0,0.0,0.0,7.0,30.05,20.9,51,era5_archive
2001-06-27,31.2,13.4,22.3,0.0,0.0,6.94,30.16,21.4,54,era5_archive
2001-06-28,31.0,14.3,22.6,0.0,0.0,6.79,29.8,22.4,58,era5_archive
2001-06-29,32.9,15.2,23.9,0.0,0.0,6.96,29.48,21.7,54,era5_archive
2001-06-30,33.6,16.4,24.8,0.0,0.0,7.3,29.58,22.3,54,era5_archive
2001-07-01,31.6,16.2,23.8,0.0,0.0,7.51,29.6,26.6,50,era5_archive
2001-07-02,30.5,14.4,22.4,0.0,0.0,6.71,29.58,21.1,57,era5_archive
2001-07-03,30.9,14.2,22.5,0.0,0.0,6.89,29.89,22.0,58,era5_archive
2001-07-04,29.1,15.7,21.8,0.0,0.0,6.54,28.35,28.4,62,era5_archive
2001-07-05,28.7,15.5,21.3,0.0,0.0,6.21,28.27,25.5,63,era5_archive
2001-07-06,30.1,15.1,22.1,0.0,0.0,6.48,28.57,24.7,63,era5_archive
2001-07-07,31.4,15.4,23.3,0.0,0.0,6.97,29.01,23.2,57,era5_archive
2001-07-08,31.7,15.4,23.8,0.0,0.0,7.46,29.97,23.4,47,era5_archive
2001-07-09,31.6,15.6,23.5,0.0,0.0,6.95,28.46,27.8,59,era5_archive
2001-07-10,33.3,17.4,25.0,0.0,0.0,7.28,28.49,25.7,55,era5_archive
2001-07-11,34.9,17.8,26.4,0.0,0.0,7.79,29.31,23.8,43,era5_archive
2001-07-12,34.4,17.6,26.3,0.0,0.0,7.68,29.75,21.0,41,era5_archive
2001-07-13,33.0,16.6,25.0,0.0,0.0,7.53,29.2,26.8,52,era5_archive
2001-07-14,32.8,15.9,24.7,0.0,0.0,7.14,29.38,21.8,53,era5_archive
2001-07-15,33.6,16.3,25.0,0.0,0.0,7.26,29.52,21.3,55,era5_archive
2001-07-16,33.2,16.4,25.0,0.0,0.0,7.42,28.91,28.1,56,era5_archive
2001-07-17,32.0,19.1,24.8,0.0,0.0,7.12,27.55,34.6,61,era5_archive
2001-07-18,33.6,18.5,25.7,0.0,0.0,7.41,28.05,29.6,58,era5_archive
2001-07-19,35.4,17.4,26.4,0.0,0.0,7.57,28.8,21.6,51,era5_archive
2001-07-20,35.9,18.2,26.8,0.0,0.0,7.27,28.96,17.9,52,era5_archive
2001-07-21,34.9,17.7,26.3,0.0,0.0,7.59,29.08,26.0,53,era5_archive
2001-07-22,35.8,18.5,27.0,0.0,0.0,7.81,28.84,25.1,49,era5_archive
2001-07-23,36.4,18.4,27.3,0.0,0.0,7.75,29.04,22.2,46,era5_archive
2001-07-24,34.8,18.0,26.1,0.0,0.0,7.45,28.54,21.6,49,era5_archive
2001-07-25,32.4,17.1,24.2,0.0,0.0,7.43,28.95,25.2,51,era5_archive
2001-07-26,31.8,15.4,23.3,0.0,0.0,6.88,28.29,26.6,58,era5_archive
2001-07-27,32.8,15.8,24.2,0.0,0.0,6.83,28.0,24.4,59,era5_archive
2001-07-28,35.2,17.9,26.5,0.0,0.0,7.33,28.22,25.8,55,era5_archive
2001-07-29,35.9,18.8,27.2,0.0,0.0,7.18,27.59,21.8,54,era5_archive
2001-07-30,35.5,18.4,26.8,0.0,0.0,7.22,27.89,22.3,53,era5_archive
2001-07-31,34.0,17.5,25.5,0.0,0.0,7.35,28.82,23.2,52,era5_archive
2001-08-01,33.2,16.1,24.2,0.0,0.0,6.86,28.67,21.9,58,era5_archive
2001-08-02,33.8,16.2,24.8,0.0,0.0,6.69,28.01,18.8,59,era5_archive
2001-08-03,33.6,18.3,25.5,0.0,0.0,6.88,27.58,21.6,57,era5_archive
2001-08-04,31.4,17.0,24.1,0.0,0.0,6.53,28.16,19.8,59,era5_archive
2001-08-05,31.9,15.8,23.9,0.0,0.0,6.17,27.78,14.0,62,era5_archive
2001-08-06,35.4,18.2,26.6,0.0,0.0,6.64,27.7,15.4,58,era5_archive
2001-08-07,34.3,20.6,26.8,0.0,0.0,6.46,26.14,20.5,64,era5_archive
2001-08-08,33.8,19.7,26.1,0.0,0.0,6.58,26.97,22.2,64,era5_archive
2001-08-09,35.0,19.2,26.5,0.0,0.0,6.59,27.24,18.7,62,era5_archive
2001-08-10,37.2,19.0,27.8,0.0,0.0,6.82,27.31,15.8,56,era5_archive
2001-08-11,35.6,19.6,27.3,0.0,0.0,6.98,27.15,22.0,58,era5_archive
2001-08-12,34.4,19.0,26.4,0.0,0.0,7.02,27.14,21.7,59,era5_archive
2001-08-13,33.4,18.9,25.5,0.0,0.0,7.0,27.26,21.9,56,era5_archive
2001-08-14,34.3,16.8,25.2,0.0,0.0,6.72,27.66,17.3,54,era5_archive
2001-08-15,34.3,18.1,25.6,0.0,0.0,6.51,26.4,16.5,56,era5_archive
2001-08-16,32.2,17.7,24.2,0.0,0.0,6.33,26.62,23.5,61,era5_archive
2001-08-17,30.2,18.0,23.4,0.0,0.0,5.89,25.1,26.1,66,era5_archive
2001-08-18,29.4,19.2,23.5,0.0,0.0,5.19,21.74,22.6,67,era5_archive
2001-08-19,30.0,16.8,23.2,0.0,0.0,6.07,26.72,21.8,65,era5_archive
2001-08-20,31.3,16.7,23.7,0.0,0.0,5.89,26.1,20.5,64,era5_archive
2001-08-21,32.8,17.3,24.6,0.0,0.0,6.24,25.59,19.7,61,era5_archive
2001-08-22,34.5,17.5,25.5,0.0,0.0,6.75,26.13,23.1,53,era5_archive
2001-08-23,31.7,17.7,23.9,0.0,0.0,6.08,25.34,21.8,61,era5_archive
2001-08-24,32.1,16.6,23.8,0.0,0.0,6.05,25.17,23.3,64,era5_archive
2001-08-25,34.0,17.5,25.2,0.0,0.0,6.48,26.05,20.7,57,era5_archive
2001-08-26,33.5,18.2,25.2,0.0,0.0,6.67,26.12,22.7,53,era5_archive
2001-08-27,32.8,16.3,24.2,0.0,0.0,5.98,25.48,16.4,59,era5_archive
2001-08-28,30.7,17.8,23.8,0.0,0.0,5.75,24.72,23.0,66,era5_archive
2001-08-29,29.2,17.3,22.9,0.0,0.0,5.25,22.92,22.0,70,era5_archive
2001-08-30,30.1,17.1,23.2,0.0,0.0,5.38,23.63,19.9,69,era5_archive
2001-08-31,30.7,16.6,23.0,0.0,0.0,5.62,25.26,15.4,63,era5_archive
2001-09-01,34.4,15.8,25.6,0.0,0.0,5.65,25.2,12.5,56,era5_archive
2001-09-02,35.2,19.7,26.9,0.0,0.0,6.02,24.32,19.4,59,era5_archive
2001-09-03,32.2,18.6,24.7,0.0,0.0,6.11,24.65,22.0,59,era5_archive
2001-09-04,31.3,16.1,23.5,0.0,0.0,6.0,24.88,23.2,63,era5_archive
2001-09-05,29.4,18.7,23.3,0.0,0.0,5.62,22.96,28.3,65,era5_archive
2001-09-06,29.2,16.7,22.4,0.0,0.0,5.18,22.74,21.4,67,era5_archive
2001-09-07,31.3,15.7,23.3,0.0,0.0,6.05,24.38,23.9,58,era5_archive
2001-09-08,28.4,17.0,22.1,0.0,0.0,5.2,23.61,19.1,66,era5_archive
2001-09-09,28.7,14.4,21.3,0.0,0.0,5.37,24.19,18.7,60,era5_archive
2001-09-10,31.1,14.7,23.1,0.0,0.0,5.18,24.09,11.6,60,era5_archive
2001-09-11,30.1,16.4,22.7,0.0,0.0,5.39,23.09,19.6,63,era5_archive
2001-09-12,29.4,14.0,21.1,0.0,0.0,5.4,23.53,22.8,62,era5_archive
